id,text,twitterUrl,retweetCount,replyCount,likeCount,quoteCount,isReply,date
1517400733427159040,Heartstopper is out NOW on Netflix worldwide!!! 😱😍💖🌈🍂 https://t.co/yovB6gf7LR,https://twitter.com/see_saw_films/status/1517400733427159040,58,1,393,4,False,2022-04-22
1517603137145774080,"La serie Netflix più vista in lingua inglese di sempre. La prima volta che una seconda stagione supera la prima.

E DI CHI È IL MERITO SE NON DI QUESTI DUE??? https://t.co/ccJD926qF7",https://twitter.com/Daninseries/status/1517603137145774080,86,7,1432,5,False,2022-04-22
1517565128136400900,".@profgalloway explains that as more players entered the streaming market, Netflix lost its competitive advantage. But the company isn't doomed to fail: “If there's one player that's going to grow through the problems, it's Netflix.”

Listen to Pivot: https://t.co/wnEAIkb0rC https://t.co/MTWgFQB6Tp",https://twitter.com/PivotPod/status/1517565128136400900,8,7,37,2,False,2022-04-22
1518570907886833666,"Market Share dos serviços de Streaming no Brasil:

Netflix: 31% ⬇️
Prime Video: 22% ⬆️
Disney+: 13% ⬆️
HBO Max: 12% ⬆️
GloboPlay: 8% ⬆️
Star+: 5% ⬆️
TelecinePlay: 3% ⬇️

⬆️: Em alta desde 01/22
⬇️: Em queda desde 01/22",https://twitter.com/qrcapital/status/1518570907886833666,19,9,194,7,False,2022-04-25
1517915093446627328,"Netflix stock didn’t crash because they raised prices.  

It crashed because instead of listening to what 90% of their customers wanted they listened to the .01% that cried the most.

That simple mistake cost them $60,000,000,000. 

That’s $60 billion in a day!",https://twitter.com/patrickbetdavid/status/1517915093446627328,341,95,2073,38,False,2022-04-23
1517985764767842305,"Yo en Netflix: Ted Bundy, Cintas de John Wayne Gacy, Asesinato en Cork, A la caza del asesino, ¿Dónde está Marta?, Caso Alcasser, Making a murderer, Escena del crimen.

@NetflixES : Buah esto te va a flipar ✨E L I T E✨ https://t.co/4LnmH9IK9V",https://twitter.com/Mimi_XXL/status/1517985764767842305,24,9,231,1,False,2022-04-23
1517790386885865472,"'다방면으로 잘합니다'의 인간화

#사내맞선 #BusinessProposal #경이로운소문 #TheUncannyCounter #범인은바로너 #Busted #김세정 @0828_kimsejeong #넷플릭스 #Netflix https://t.co/q2xKnHMpAh",https://twitter.com/NetflixKR/status/1517790386885865472,1338,58,3312,103,False,2022-04-23
1517913650966962176,Is it subscription prices that caused Netflix’s stock to drop or is it because they were too busy trying to please a community (woke mob: The loudest complainers) that’s approx .1% of the population? https://t.co/6ujqdU6S6z,https://twitter.com/PBDsPodcast/status/1517913650966962176,41,22,327,6,False,2022-04-23
1517836754274775041,"Netflix stock is down 40%; CNN+ shuts down a month after launching; Disney loses special tax status in Florida;  Spotify drops the Obamas. 
Meanwhile, Joe Rogan is going strong and Elon Musk wants to buy Twitter to save free speech. 
Will the MSM will change its tune or not?",https://twitter.com/karenalainehunt/status/1517836754274775041,78,38,465,3,False,2022-04-23
1517946988934963202,"Muito obrigado @contasbrasil_ mais uma vez! Ganhei uma conta Netflix de graça, eles doam e vendem contas Netflix, Spotify, hbo, Globo play e outros, basta chamar eles na dm e garantir a sua totalmente grátis ou comprando, corre pois a promoção gratuita pode acabar logo. https://t.co/AUN0rsppcx",https://twitter.com/idolshelpffxofi/status/1517946988934963202,4,10,181,0,False,2022-04-23
1517998518979510280,"Ayer me recomendaron esta serie. La vi hoy. ¡BUENÍSIMA! #Netflix tiene solo 6 capitulos, gracias! https://t.co/6Oxtv4Fg0m",https://twitter.com/esteninf/status/1517998518979510280,44,52,425,11,False,2022-04-23
1517820580069666816,"Meet Chelsea, the new British agent on Selling Sunset who happens to be Christine's latest ally. S5 is now streaming! https://t.co/CQinAX0nit",https://twitter.com/NetflixUK/status/1517820580069666816,23,15,212,9,False,2022-04-23
1517695556868485121,this is why hbo max is the best streaming service https://t.co/I6GFO7VStY,https://twitter.com/NebsGoodTakes/status/1517695556868485121,360,78,7592,59,False,2022-04-23
1517716782470995968,"Once again @Suriya_offl dominating weekly top 10 netflix films !!! 

See the #ET hindi version reach 😳🔥

#EtharkkumThunindhavan #VaadiVaasal @Suriya_offl https://t.co/lCD53VCOKC",https://twitter.com/itz_Massss/status/1517716782470995968,115,0,285,0,False,2022-04-23
1517884361894510593,"This is well-intentioned but it's hard not to think of 2019, when the $100m+ performance of US, KNIVES OUT, 1917, ONCE UPON A TIME IN HOLLYWOOD, FORD V. FERRARI, and HUSTLERS has yet to result in a grown-up-originals renaissance. (Has resulted in KNIVES OUT 2 coming to Netflix.) https://t.co/QzWzFoLGqD",https://twitter.com/rockmarooned/status/1517884361894510593,85,17,1279,14,False,2022-04-23
1517996647426498561,Newsmax guest says that Netflix subscriptions are down because Barack and Michelle Obama have influenced them to make every show have an anti-family message. https://t.co/9clmP50QRy,https://twitter.com/RonFilipkowski/status/1517996647426498561,52,193,321,33,False,2022-04-23
1517885519451066368,‘Heartstopper’ está no Top 10 das séries mais assistidas da Netflix em 51 países. https://t.co/stBAS6ZxlW,https://twitter.com/CINEMA505/status/1517885519451066368,755,73,9755,315,False,2022-04-23
1517659821293465600,"#TheBatman es un éxito en HBO Max

Se reporta que The Batman fue vista por 720 mil hogares en EU en su primer día en #HBOMax. Superando, por ejemplo, los 389 mil de Zack Snyder’s Justice League en su primer día.

GANAMOS, ¿O cómo era? 🤪 https://t.co/HFeVe8V5cy",https://twitter.com/DCEUMX/status/1517659821293465600,261,244,3276,40,False,2022-04-23
1517868128734228480,"HITOU! Heartstopper se encontra no TOP 3 na netflix, agora só falta a renovação. https://t.co/nomCZiGjkz",https://twitter.com/heartstbrasil/status/1517868128734228480,1042,78,10958,227,False,2022-04-23
1517654506217086977,"O que acontece quando uma empresa de alto crescimento decepciona e para de crescer tão rapidamente? No caso da Netflix,  perde em dias 170 bilhões de dólares de valor de mercado, o equivalente a todo o valor de mercado da Petrobras e da Ambev somadas. https://t.co/FMha8qNpaL",https://twitter.com/Ricamconsult/status/1517654506217086977,17,36,331,8,False,2022-04-23
1517673126481604612,"hbo max, hulu and paramount watching netflix’s downfall https://t.co/diMkkaLbIm",https://twitter.com/bradleyberdecia/status/1517673126481604612,25,3,342,0,False,2022-04-23
1517911176683962371,Cheering for Black women is one of our favorite pastimes. Oprah + Viola is now streaming only on Netflix. 👏🏾 https://t.co/Gza4perCPH,https://twitter.com/strongblacklead/status/1517911176683962371,21,3,160,1,False,2022-04-23
1517941378029871105,"“Don’t want to make a big announcement, but maybe just not hide so much.”  👏🏽

HEARTSTOPPER is now playing on Netflix https://t.co/PR6OuKbXvM",https://twitter.com/strongblacklead/status/1517941378029871105,659,5,6128,41,False,2022-04-23
1517924091763773443,"Blockbuster hablando con Netflix después de que se cayó 35%, está perdiendo su puesto como líder del streaming y anda con políticas culeras hacia sus usuarios: https://t.co/jy6T0avWHl",https://twitter.com/AlexCVJ/status/1517924091763773443,42,7,465,0,False,2022-04-23
1517813176804732934,"[INFO] ""The One and Only"" has now also debuted in the Top 10 of Netflix Malaysia. 💚🎉

✅Netflix South Korea
✅Netflix Philippines
✅Netflix Indonesia
✅Netflix Malaysia 🆕

#JOY #조이 #레드벨벳 #레드벨벳조이 #ParkSooyoung #RedVelvet #한사람만 #TheOneAndOnly #Kdrama #Netflix https://t.co/46abPHokyZ",https://twitter.com/joysooyoungpics/status/1517813176804732934,106,0,218,8,False,2022-04-23
1517947525533216773,اگر براتون سوال شد که چرا سهام نتفلیکس 35% ریخته: https://t.co/DU2D5qBtpB,https://twitter.com/MrSubtitle/status/1517947525533216773,5,14,281,1,False,2022-04-23
1517805514775801856,"Ozark, Bubble, La Haine… Les deux prochaines semaines s’annoncent chargées en émotions.

Pour en savoir plus, c’est dans Prochainement : https://t.co/MXg4Sb6l76",https://twitter.com/NetflixFR/status/1517805514775801856,19,17,325,3,False,2022-04-23
1517977814305320962,Netflix’s contraction and CNN+ shutting down probably signal that we are leaving peak content and the market can’t handle (m)any more paid streamers.,https://twitter.com/AndrewYang/status/1517977814305320962,88,201,1459,59,False,2022-04-23
1517659568951767047,"According to The Wrap, Netflix has been putting the brakes on several animation projects, cancelling shows, and firing executives following their highly-publicized subscribers loss. https://t.co/hi9JCnR3Fm",https://twitter.com/PopBase/status/1517659568951767047,191,229,3596,542,False,2022-04-23
1517928360886018049,"Netnaija is free, and you can also find Netflix in netnaija",https://twitter.com/afos_wears/status/1517928360886018049,11,4,189,2,False,2022-04-23
1517753589380173824,"Internet users (subscriptions to high-speed access to the public Internet (a TCP/IP connection), at downstream speeds equal to, or greater than, 256 kbit/s.) https://t.co/hNYb0e9aWZ",https://twitter.com/stats_feed/status/1517753589380173824,202,35,951,20,False,2022-04-23
1517952550489763840,"Reizinhos! ""Heartstopper"" estreou no TOP 10 da Netflix em 51 países. https://t.co/fRsHUm60uK",https://twitter.com/updatecharts/status/1517952550489763840,586,108,7605,209,False,2022-04-23
1517949163958374400,"All of u picking Netflix over netnaija, no lie u don't even know how netflix works😂😂
I come in peace 🏃🏃🏃 https://t.co/5DsGFZKJnA",https://twitter.com/Yeseerah_/status/1517949163958374400,18,28,224,2,False,2022-04-23
1517790981965647874,"Według The Wrap, Netflix anulował kilka seriali i zwolnił kadrę kierowniczą po utracie subskrybentów. https://t.co/lQ2VMMFAu6",https://twitter.com/musicnewsfactpl/status/1517790981965647874,32,14,1572,38,False,2022-04-23
1517983356369129472,"netflix amor vc tá perdendo usuários pois você tá colocando os filmes e séries em 480p e pra não ser assim é caríssimo

não é por causa de animação não",https://twitter.com/brendasafra/status/1517983356369129472,412,23,6873,17,False,2022-04-23
1517696322232815616,this is your official reminder that heartstopper is now on netflix. pls go watch 17 times for nick and charlie &lt;3 https://t.co/Mi3MSOZjVn,https://twitter.com/hrtstpprthinker/status/1517696322232815616,350,4,2481,40,False,2022-04-23
1517867488939327488,"I think crypto is holding up pretty well compared to the stock market.

Wild to see some of the big tech stocks so low.

Price change from ATH:

-Sea -76%
-Pinterest -76%
-Shopify -75%
-Zoom -75%
-Paypal -72%
-Netflix -69%
-Spotify -64%
-ARKK -60% (Cathie Wood's ETF)",https://twitter.com/Route2FI/status/1517867488939327488,135,52,846,9,False,2022-04-23
1517943519230545920,"Netflix down 40%
Disney down 15%
CNN+ down 100%

Let’s face it. The left can’t stream.",https://twitter.com/realchasegeiser/status/1517943519230545920,103,21,865,9,False,2022-04-23
1517916377092280320,All Marvel content currently on HBO Max in the US https://t.co/JLapWnNrFK,https://twitter.com/NebsGoodTakes/status/1517916377092280320,21,12,597,1,False,2022-04-23
1517941728854134787,"Netflix Announces It Lost 200,000 Monthly Watchers, Three Subscribers https://t.co/eMrtvF0z0U https://t.co/Rd043exobN",https://twitter.com/REALpunknews/status/1517941728854134787,23,0,177,0,False,2022-04-23
1517881140585144321,The Batman is streaming on HBO via HBO Max.,https://twitter.com/StreamOnMax/status/1517881140585144321,30,10,683,4,True,2022-04-23
1517976606127669248,"Si lo piensas bien, todos los días pueden ser 4:20 😚. Ya puedes escuchar gratis el episodio pacheco de #NadaQueVer en Spotify: https://t.co/OtiJwqt4R7",https://twitter.com/NetflixLAT/status/1517976606127669248,9,3,299,0,False,2022-04-23
1517825913370836992,"Finally completed this responsive Netflix site 🎉

Managed to pull it off without any tuts , but Google helped a lot.

Here's the site link :
https://t.co/HAnqjWbaL2

GitHub link:
https://t.co/65hYcN6p0I

#Netflix  #100DaysOfCode https://t.co/FUzMGMvjKq",https://twitter.com/priya_garg2/status/1517825913370836992,56,91,445,4,False,2022-04-23
1517974356416159746,it’s fun to dunk on netflix but now y’all paying for 30 different subscription services so you can watch 3 marvel movies a hour long euphoria episode and whatever the fuck they be having on apple tv,https://twitter.com/kzzrttt/status/1517974356416159746,86,11,544,8,False,2022-04-23
1517933263381311495,"It's kind of crazy that Netflix has a reputation for hiring top people, treating them like shit, working them to the bone, then firing them randomly on a year or two.

Like, who do you think you are, that you can treat employees like that? You're a TV network.",https://twitter.com/Noahpinion/status/1517933263381311495,16,37,472,3,False,2022-04-23
1517692508154830850,Netflix shares plunged this week after the platform reported its first subscriber loss in more than a decade. One factor the company pointed to as hurting revenue: widespread password sharing. https://t.co/mccbZd5tGi,https://twitter.com/CNN/status/1517692508154830850,45,142,222,31,False,2022-04-23
1517909665153179653,"#Show | Este viernes 22 de abril debutó en Netflix una serie que de inmediato atrapó la atención de los espectadores: “Heartstopper” 

https://t.co/7HrC7MGHjB",https://twitter.com/vanguardiamx/status/1517909665153179653,27,0,262,3,False,2022-04-23
1517709416895631362,"Netflix isn't losing subscribers because they're ""Woke"" now, they're losing because they increase their price every year &amp; cancel their best shows. Netflix spiked during the pandemic &amp; the market is restabilizing. Also this is the natural result of 5000 other services existing.",https://twitter.com/IDEASOFICE_FIRE/status/1517709416895631362,55,24,659,7,False,2022-04-23
1517845066005549056,"Ich habe ein Netflix, Disney+ und Amazon Prime Abo und sobald ich einen Filmempfehlung bekomme und den Film anschauen will gibt es ihn entweder bei keinem der Anbieter oder ich muss nochmal extra 4€ zahlen. 😃",https://twitter.com/TwitchAsleyia/status/1517845066005549056,53,38,2562,5,False,2022-04-23
1517745085961539584,"Netflix'in geçtiğimiz günlerde abone kaybettiğini açıklamasının ardından HBO Max, son bir yılda 13 milyona yakın abone kazandığını açıkladı.",https://twitter.com/webtekno/status/1517745085961539584,26,20,2676,8,False,2022-04-23
1517959004487655427,"After its debut on #HBOMax, #TheBatman sees massive reduction in theatrical grosses, with a 405k 8th FRI at domestic #BoxOffice.
Legs def crippled, with harsh -69% drop from last FRI, reaching a 366.6M cume in the US.
Even so, still can cross 370M mark when all is said and done. https://t.co/6oriaSelj0",https://twitter.com/Luiz_Fernando_J/status/1517959004487655427,21,9,220,4,False,2022-04-23
1517929379116036098,"Netflix is projected to LOSE 2 million subscribers,  CNN+ doesn't even reach 200,000, and I expect to see Disney earnings crashing by July 2022. 

Seems that going woke is not working for them. Busines must stay in what they do best, just business and not politics.",https://twitter.com/Polo4Congress/status/1517929379116036098,112,7,232,6,False,2022-04-23
1517910743575928833,"You can find virtually all the movies on Netflix on NetNaija, but you can't find all the movies on NetNaija on Netflix. So, NetNaija&gt;&gt;&gt;&gt;",https://twitter.com/dammie_remix/status/1517910743575928833,23,18,261,1,False,2022-04-23
1517956035473981442,"🍂 SUCESSO MUNDIAL🍂

- Heartstopper: A Série entrou para o top 10 da Netflix em 51 países!!!! A renovação vem aí sim!! https://t.co/XHCoBcOv7C",https://twitter.com/HQSheartstopper/status/1517956035473981442,22,3,182,6,False,2022-04-23
1517765245896331264,"Netflix announces it will be including ads on its streaming platform
https://t.co/xvddIVP8d2 https://t.co/2e2idqpmUJ",https://twitter.com/MothershipSG/status/1517765245896331264,158,35,225,595,False,2022-04-23
1517745147190325249,"@AFABRocky And then they’ll make ‘bundles’ of stream services - and it’ll work out to be about 40 a month, to 80 if you want sports and comedy.",https://twitter.com/Samueltates/status/1517745147190325249,5,3,156,1,False,2022-04-23
1517868316710293506,"Netflix UK continues to outdo itself lmao 
‘Bridgerton as Netflix shows’ 
the rest here https://t.co/Hwg0bokUn0 https://t.co/9afdnkcm38",https://twitter.com/iris_bee_/status/1517868316710293506,21,2,235,0,False,2022-04-23
1517853917576843264,เรื่องMy Liberation NotesในNetflix ถ้าชื่อไทยก็ฟีลแบบชีวิตโคตรขมของสามพี่น้อง ตั้งแต่ดูซีรีส์ในปีนี้มาเรื่องนี้ไม่ขายฝันสุดละ เรื่องราวธรรมดาๆของมนุษย์เงินเดือนที่ต้องเดินทางเป็นชั่วโมงๆเพื่อมาทำงาน เจอเพื่อนร่วมงานขี้เม้าท์ กลับบ้านจบวันทิ้งตัวนอน ซึ่งนี่แหละชีวิตจริงของใครสักคน https://t.co/B6og2NHVLF,https://twitter.com/monstyplanet/status/1517853917576843264,10076,10,4934,183,False,2022-04-23
1517860449286762496,"#EtharkkumThunindhavan (Hindi) Version On @NetflixIndia is Strongly Trending at 2nd Position With 60Million+ Views ( 9120+ Million Streaming Mins ) 🔥🥁 

Source : @UFOMoviez 

#Suriya41 @Suriya_offl #VaadiVaasal",https://twitter.com/SuriyaNorthFC/status/1517860449286762496,110,0,167,0,False,2022-04-23
1517700115003326466,"Check out the new trailer for Our Father, an unsettling Netflix documentary that tells the story of a shocking fertility scandal. 

Our Father arrives on Netflix May 11. https://t.co/WJSVpQ1Eb5",https://twitter.com/IGN/status/1517700115003326466,25,8,211,11,False,2022-04-23
1517894849600442368,#Jersey Saturday- A steady rise through strong word of Mouth! Film sees around 70 - 75% growth in metros and 50 - 55% overall growth!,https://twitter.com/SumitkadeI/status/1517894849600442368,112,29,2502,2,False,2022-04-23
1517998309163638784,"Heartstopper está no TOP 10 das mais assistidas da Netflix em 51 países.

🗞️ FlixPatrol https://t.co/dYts7kbEZW",https://twitter.com/SeriesTWBZ/status/1517998309163638784,138,52,1762,58,False,2022-04-23
1517911209386942464,"$NFLX shares fell 35% in one day, erasing $54 billion in market value

Netflix reported its first quarterly subscriber loss in more than a 10 years. It expects to lose 2 million more as it grapples with competition from rival #streaming services and sharing among its customers https://t.co/jMthEVMp4s",https://twitter.com/kurtsaltrichter/status/1517911209386942464,0,0,1,0,False,2022-04-23
1517851986909360129,"@deblasco @MMTLabour @Reuters As it turned out -- Russian sanctions exacerbated the economic problems in the west, so many ppl canceled they streaming sub to save money...
Netflix, originally wanted to hurt some Russians, ended up losing most of its market value.
That's why I said it's ironic.
2/",https://twitter.com/realExplosive/status/1517851986909360129,0,0,1,0,False,2022-04-23
1517665104774447104,"“We believe investors are now questioning the long-term market potential in streaming,” one analyst said. 

Netflix’s recent stumbles and the shuttering of CNN+ has Wall Street thinking twice about streaming. https://t.co/txnwKBraBy",https://twitter.com/MarketWatch/status/1517665104774447104,9,5,20,5,False,2022-04-23
1517849525804744704,"Netflix Market Value Right Now.
Yeah adding adds for the already most expensive streaming service and having to pay premium to get rid of it is PROBABLY NOT the best move. https://t.co/kpCojaOx8l",https://twitter.com/aonobaka29/status/1517849525804744704,0,0,0,0,False,2022-04-23
1517837236196229121,Netflix executives indicate a crackdown on password sharing is coming as streaming service loses subscribers for the first time in a decade. https://t.co/yeqqKYEPEB,https://twitter.com/MarketWatch/status/1517837236196229121,8,10,16,0,False,2022-04-23
1517938243299422208,"You could argue that Netflix was acknowledging that streaming now had a much broader user base and was looking to create more accessible programming, similar to what CBS did in the early 60s when TV went mass market by rolling out its “rural series” 
https://t.co/1ko64Q64so",https://twitter.com/awolk/status/1517938243299422208,0,0,0,0,False,2022-04-23
1517907271593906176,"When we first signed up for netflix it was like $8 a month for a subscription to *99% of the streaming market*.  

It's now DOUBLE the price, for HALF the content share.

It's not the consumer's fault that Netflix has to figure things the fuck out. Stop giving them PR bumps.",https://twitter.com/Halbridious/status/1517907271593906176,1,3,2,0,False,2022-04-23
1518006829858664448,"Now, America seems streamed out. Shares of Netflix had their worst day in the stock market since 2004 on Wednesday after the streaming giant said it lost subscribers for the first quarter in over a decade. Things are apparently so bleak that the company, which has for years sold",https://twitter.com/mmekonen1/status/1518006829858664448,0,0,0,0,False,2022-04-23
1517925704708628480,"Between 2018 and 2022 Netflix poured $55 billion into developing its own content.
A 🤯 figure from this v good @FT round up on the streaming market.
https://t.co/aUaAzbpwaN",https://twitter.com/hwallop/status/1517925704708628480,1,2,2,0,False,2022-04-23
1517803971582246913,"Disney stock prices have had a dismal week following political controversy and reports of dropping stock prices for Netflix, one of Disney’s competitors in the streaming entertainment market. https://t.co/17p1IaWgq0",https://twitter.com/KCBSRadio/status/1517803971582246913,0,0,0,0,False,2022-04-23
1517768336372867073,‘Dark clouds are gathering for the streaming industry’: Experts say that Netflix catastrophe could mean sector-wide fallout https://t.co/87Bxx6PQYJ,https://twitter.com/GlenWakeman/status/1517768336372867073,0,0,0,0,False,2022-04-23
1517748041809289216,"Has Netflix lost its chill quotient? Loses $50B+ in market value as subscribers exit; here’s why and what to expect
https://t.co/RdXyZ2hSOO",https://twitter.com/alexdigitalmkt/status/1517748041809289216,0,0,0,0,False,2022-04-23
1517757070975582208,Has Netflix lost its chill quotient? Loses $50B+ in market value as subscribers exit; here’s why and what to expect https://t.co/YUD4ldEJie,https://twitter.com/remcojanssen/status/1517757070975582208,0,0,0,0,False,2022-04-23
1517851433600700418,"CNN streaming service to shut a month after launch - BBC News

This week, $50bn (£38.4bn) was wiped off the stock market value of streaming giant Netflix after it revealed a sharp fall in subscribers https://t.co/LB5pc8CDe7",https://twitter.com/Nigelj08223326/status/1517851433600700418,1,0,1,0,False,2022-04-23
1517778099559354368,".@netflix faces the heat of #streaming!

The company reported its earnings for the first quarter of 2022 where it revealed losing 200,000 subscribers. This is the first decline in paid users in more than a decade for #Netflix.

Read more about this here: https://t.co/f5ogeqmp3Z",https://twitter.com/SiliconCanals/status/1517778099559354368,0,0,0,0,False,2022-04-23
1517833138491248644,Parents are voting with their wallets.  https://t.co/ppea8zPqTF,https://twitter.com/CiCi30405266/status/1517833138491248644,0,0,0,0,False,2022-04-23
1517827703839367169,Has the golden age of #streaming already passed? Let's take a look at some charts from the past year about #Netflix and other players in the market via Statista https://t.co/qhG4mLwapD,https://twitter.com/Emeritomartinez/status/1517827703839367169,0,0,0,0,False,2022-04-23
1517994451578327040,"Everyone saying Netflix is dying, but all Netflix has to do is appeal to the international market and they'll be fine.

Yeah the US might be their biggest market but people in other countries have limited choice in streaming services outside of Netflix",https://twitter.com/HitmanThunder/status/1517994451578327040,0,0,0,0,False,2022-04-23
1517667125393076226,"MarketWatch: “We believe investors are now questioning the long-term market potential in streaming,” one analyst said. 

Netflix’s recent stumbles and the shuttering of CNN+ has Wall Street thinking twice about streaming. https://t.co/ediFI95ZOQ",https://twitter.com/CashFlowJVH/status/1517667125393076226,0,0,0,0,False,2022-04-23
1517971620622745600,"Netflix’s video streaming service suffered the first loss in worldwide subscribers in its history, leading to a massive sell-off of its shares. The company’s customer base fell by 200,000 subscribers, its stock dropped by 23% in after-market trading. https://t.co/uuso0SsAuP",https://twitter.com/wtwonews/status/1517971620622745600,0,0,1,0,False,2022-04-23
1517869230909186049,"Netflix will start ‘cracking down’ on password sharing, according to new reports. 

The streaming giant plans to charge the owners of the primary account an “extra fee for every sub account or password sharer” in an effort to reduce lost revenue. https://t.co/KOUQgGwj0v",https://twitter.com/PopBase/status/1517869230909186049,125,344,1799,1649,False,2022-04-23
1517849736040099840,"El problema de Netflix es el de Uber, 

Ambos comenzaron con un producto premium. 

Netflix era Orange is the New Black o House or Cards, ahora es cualquier cosa. 

Uber era una gran experiencia ahora es cualquier taxi

Escala a costa de calidad 

Triste para todos.",https://twitter.com/macafut/status/1517849736040099840,427,59,3119,54,False,2022-04-23
1517915814883729409,"2022 sur la Bourse US c'est

Netflix -60% 
Paypal -54%
Tinder (Match group) -41%
Meta -40%

Finalement le BTC c'est pas si volatile",https://twitter.com/Fricoben/status/1517915814883729409,190,20,1310,9,False,2022-04-23
1517677426452713472,#Heartstopper es la mejor adaptación de Netflix sin duda alguna. Es que ellos lograron esto ✨Nick Nelson✨ https://t.co/y71c7JfhoZ,https://twitter.com/nuestromundoen5/status/1517677426452713472,39,0,277,1,False,2022-04-23
1517960793244979201,"『INFO | NOTICIA PARA ALEGRAR O DIA DE VOCÊS!!! 🗣️🗣️🗣️
— #OurBlues estará disponível na plataforma da Netflix Brasil à partir do dia 21 de Maio!💙  

O ELENCO DE MILHÕES ESTA CHEGANDO COM TUDO NA NETFLIX BR 🤩🤩🤩 AMÉM!!! 🙏🏻

#ShinMinAh #ShinMinAh #신민아 https://t.co/OMsAqzjGvC",https://twitter.com/MinahBrazil/status/1517960793244979201,54,10,553,31,False,2022-04-23
1518000971892371458,"E saiu a notícia que o mundo não acreditou 🗣🗣🗣

O drama ""Our Blues"", no Brasil intitulado como ""Amor e outros dramas"", estará disponível na Netflix Brasil a partir do dia 21 de maio! 

Já guardem um aviso lá na plataforma 💙 https://t.co/tvEtNIV4uT",https://twitter.com/PJiminSupportBR/status/1518000971892371458,135,8,418,25,False,2022-04-23
1517941609232482304,Y mientras tanto la acción de @netflix para abajo así como su número de usuarios. Hasta en la 4RI el que no se anticipa sale del mercado. https://t.co/pAqnnrQ6MY,https://twitter.com/juamon/status/1517941609232482304,43,6,253,2,False,2022-04-23
1517957398773866497,"AWS hosts:

- Prime Video
- Netflix 
- Hulu
- Disney+
- HBO Max
- Discovery+
- Peacock
(and many more)

Amazon is the land lord of the streaming wars.",https://twitter.com/joecarlsonshow/status/1517957398773866497,69,15,650,6,False,2022-04-23
1517940664088080384,"Netflix: *cracks down on account sharing, announces they will start putting commercials in their content, loses streaming rights to a ton of shows, announces they are cancelling all animated projects* 

Netflix Users: bye!

Netflix: Where are you going?!",https://twitter.com/amazingatheist/status/1517940664088080384,31,13,356,1,False,2022-04-23
1517682556220710912,"Aproveita bastante o Carnaval na Globo porque daqui a pouco o desfile da Beija-Flor vai ser na Amazon Prime, da Mangueira na HBO Max+ Sócio Especial, e da Portela no streaming exclusivo da Liga dos Carnavalescos por R$199,99",https://twitter.com/mamede_filho/status/1517682556220710912,1212,104,11206,140,False,2022-04-23
1517709584596553728,"Upcoming Streaming Movies in OTT Tamil

Book My Show
#Uncharted - April 26 

Netflix / SunNXT
#Beast 

SONYLIV
#Puzhu 

ZEE5
#Kallan
#RRR
#TheKashmirFiles

Amazon Prime Video
#SaaniKaayidham - MAY 6
#KGF2 

Hotstar
 #12thMan",https://twitter.com/OTTentiondotcom/status/1517709584596553728,57,10,504,0,False,2022-04-23
1517869693536813056,"Elon Musk, CEO da Tesla, comentou: “O vírus da mente progressista está tornando a Netflix impossível de assistir”. Perfeito. 👏🏼👏🏼👏🏼
https://t.co/c11gF8Jlyf",https://twitter.com/yazalderocha/status/1517869693536813056,145,6,559,9,False,2022-04-23
1517940725064810501,"@KathyBurke Great film, I'd like to watch the credit...

Netflix: Nope, watch this trailer for something you've expressed no interest in...",https://twitter.com/SongoftheOss/status/1517940725064810501,1,3,193,0,True,2022-04-23
1517895633193271298,"Share in Indian online video subscription market (OTT):

Disney+ Hotstar: 41%
Eros Now: 24% 
Amazon Prime Video: 9%
Netflix: 7%
ZEE5: 4%
ALTBalaji: 4%
SonyLIV: 3% 
Apple TV+: 1%
YuppTV: 1%
Voot Select: 1%

(Omdia Consumer Research)",https://twitter.com/IndianIndex/status/1517895633193271298,61,14,482,9,False,2022-04-23
1517669229004156928,"So this is supposed to make people want to return to Netflix? Reeks of a corporation in desperation. But it’s just how capitalism goes; the continued monetization of our time while diluting, displacing and removing actual artistic and human expression.  https://t.co/nMTtDa53Bq",https://twitter.com/jessiegender/status/1517669229004156928,26,14,152,3,False,2022-04-23
1517658099552714752,Her ülkenin netflix’de verilen film ve dizilerin farklı olması çok gerizekalıca ayrıca.,https://twitter.com/pluviophilebi/status/1517658099552714752,105,14,8118,60,False,2022-04-23
1517688461544751104,"This is hugely disappointing as a fan of Netflix's experiment animation output, but it's also not the kind of thing I'd want to hear as an investor. Historically, Entertainment Industry leaders don't stay ahead by chasing trends and only doing what seems popular. https://t.co/3tEn2F9kDN",https://twitter.com/G0ffThew/status/1517688461544751104,69,25,624,1,False,2022-04-23
1517908224250425344,"La gente habla pestes de Netflix diciendo que tiene pura ""basura"". Pues Netflix tiene los documentales más laureados (y mejores que HBO) y espacio para cortometrajes y películas de animación, indies, también premiados. Pero si quieres ver narcos y novelas, es tu decisión",https://twitter.com/Elpulgarin/status/1517908224250425344,50,17,294,9,False,2022-04-23
1517836178719973378,"#BitTorrent comes in fifth place with 4.10% of all Internet traffic globally, which is mostly driven by the EMEA (Europe, the Middle East and Africa) and APAC (Asia-Pacific) regions. #BTTC #BTT #TRON #TRX https://t.co/afUYTSTXUd",https://twitter.com/BitTorrant/status/1517836178719973378,59,5,221,1,False,2022-04-23
