day;gdelt_volume;gdelt_index_pct
2023-03-10;1208;19.386936286310384
2023-03-11;1935;31.054405392392876
2023-03-12;2614;41.951532659284226
2023-03-13;6231;100.0
2023-03-14;5228;83.90306531856845
2023-03-15;4160;66.76295939656556
2023-03-16;3976;63.80998234633285
2023-03-17;3417;54.83870967741935
